product_id,code,standard_label,category_lv1,category_lv2,station_scope,keywords_examples
P1_POWER,P1_POWER-EL-032,Hi-Pot leakage over spec,ELECTRICAL,LEAKAGE,HIPOT,"hipot, leakage, 漏电, 绝缘不良"
P1_POWER,P1_POWER-EL-033,Hi-Pot leakage over spec,ELECTRICAL,LEAKAGE,HIPOT,"hipot, leakage, 漏电, 绝缘不良"
P1_POWER,P1_POWER-EL-034,Hi-Pot leakage over spec,ELECTRICAL,LEAKAGE,HIPOT,"hipot, leakage, 漏电, 绝缘不良"
P1_POWER,P1_POWER-EL-035,Hi-Pot leakage over spec,ELECTRICAL,LEAKAGE,HIPOT,"hipot, leakage, 漏电, 绝缘不良"
P1_POWER,P1_POWER-EL-036,Hi-Pot leakage over spec,ELECTRICAL,LEAKAGE,HIPOT,"hipot, leakage, 漏电, 绝缘不良"
P1_POWER,P1_POWER-EL-037,Idle current high / abnormal consumption,ELECTRICAL,CURRENT_HIGH,BURNIN;FUNC;FCT,"current high, ICC, 功耗高, 静态电流"
P1_POWER,P1_POWER-EL-038,Idle current high / abnormal consumption,ELECTRICAL,CURRENT_HIGH,BURNIN;FUNC;FCT,"current high, ICC, 功耗高, 静态电流"
P1_POWER,P1_POWER-EL-039,Idle current high / abnormal consumption,ELECTRICAL,CURRENT_HIGH,BURNIN;FUNC;FCT,"current high, ICC, 功耗高, 静态电流"
P1_POWER,P1_POWER-EL-040,Idle current high / abnormal consumption,ELECTRICAL,CURRENT_HIGH,BURNIN;FUNC;FCT,"current high, ICC, 功耗高, 静态电流"
P1_POWER,P1_POWER-EL-041,Idle current high / abnormal consumption,ELECTRICAL,CURRENT_HIGH,BURNIN;FUNC;FCT,"current high, ICC, 功耗高, 静态电流"
P1_POWER,P1_POWER-EL-042,Idle current high / abnormal consumption,ELECTRICAL,CURRENT_HIGH,BURNIN;FUNC;FCT,"current high, ICC, 功耗高, 静态电流"
P1_POWER,P1_POWER-CP-043,Missing component: J3,COMPONENT,MISSING,BST;FUNC;ICT,"missing, 少件, J3"
P1_POWER,P1_POWER-CP-044,Missing component: Q15,COMPONENT,MISSING,FLASH;BST;FUNC,"missing, 少件, Q15"
P1_POWER,P1_POWER-CP-045,Missing component: J3,COMPONENT,MISSING,FUNC;HIPOT;ICT,"missing, 少件, J3"
P1_POWER,P1_POWER-CP-046,Missing component: D34,COMPONENT,MISSING,FLASH;FCT;BST,"missing, 少件, D34"
P1_POWER,P1_POWER-CP-047,Missing component: T1,COMPONENT,MISSING,HIPOT;FLASH;ICT,"missing, 少件, T1"
P1_POWER,P1_POWER-CP-048,Missing component: R152,COMPONENT,MISSING,FLASH;FCT;FUNC,"missing, 少件, R152"
P1_POWER,P1_POWER-CP-049,Component reversed/polarity wrong: D34,COMPONENT,REVERSED,FLASH;BST;FCT,"reversed, polarity, 反向, D34"
P1_POWER,P1_POWER-CP-050,Component reversed/polarity wrong: D34,COMPONENT,REVERSED,BURNIN;RF_CAL;BST,"reversed, polarity, 反向, D34"
P1_POWER,P1_POWER-CP-051,Component reversed/polarity wrong: D34,COMPONENT,REVERSED,BST;FUNC;FLASH,"reversed, polarity, 反向, D34"
P1_POWER,P1_POWER-CP-052,Component reversed/polarity wrong: U101,COMPONENT,REVERSED,HIPOT;BURNIN;FUNC,"reversed, polarity, 反向, U101"
P1_POWER,P1_POWER-CP-053,Component reversed/polarity wrong: D34,COMPONENT,REVERSED,FLASH;BURNIN;BST,"reversed, polarity, 反向, D34"
P1_POWER,P1_POWER-CP-054,Component reversed/polarity wrong: C87,COMPONENT,REVERSED,FCT;BST;ICT,"reversed, polarity, 反向, C87"
P1_POWER,P1_POWER-PR-055,Fixture pressure mark / pad damage,PROCESS,PRESSURE_MARK,BURNIN;FUNC;FCT,"pressure mark, 压伤, pad damage, fixture"
P1_POWER,P1_POWER-PR-056,Fixture pressure mark / pad damage,PROCESS,PRESSURE_MARK,ICT;BURNIN;FLASH,"pressure mark, 压伤, pad damage, fixture"
P1_POWER,P1_POWER-PR-057,Fixture pressure mark / pad damage,PROCESS,PRESSURE_MARK,FCT;RF_CAL;FLASH,"pressure mark, 压伤, pad damage, fixture"
P1_POWER,P1_POWER-PR-058,Fixture pressure mark / pad damage,PROCESS,PRESSURE_MARK,BURNIN;BST;FCT,"pressure mark, 压伤, pad damage, fixture"
P1_POWER,P1_POWER-PR-059,Fixture pressure mark / pad damage,PROCESS,PRESSURE_MARK,FLASH;ICT;BST,"pressure mark, 压伤, pad damage, fixture"
P1_POWER,P1_POWER-PR-060,Fixture pressure mark / pad damage,PROCESS,PRESSURE_MARK,RF_CAL;FLASH;ICT,"pressure mark, 压伤, pad damage, fixture"
P1_POWER,P1_POWER-HD-061,ESD suspected damage,HANDLING,ESD,FUNC;ICT;FCT,"ESD, 静电, handling"
P1_POWER,P1_POWER-HD-062,ESD suspected damage,HANDLING,ESD,FUNC;HIPOT;RF_CAL,"ESD, 静电, handling"
P1_POWER,P1_POWER-HD-063,ESD suspected damage,HANDLING,ESD,FLASH;FCT;HIPOT,"ESD, 静电, handling"
P1_POWER,P1_POWER-HD-064,ESD suspected damage,HANDLING,ESD,ICT;BST;FLASH,"ESD, 静电, handling"
P1_POWER,P1_POWER-HD-065,ESD suspected damage,HANDLING,ESD,FUNC;BURNIN;FCT,"ESD, 静电, handling"
P1_POWER,P1_POWER-HD-066,ESD suspected damage,HANDLING,ESD,HIPOT;FCT;FUNC,"ESD, 静电, handling"
P1_POWER,P1_POWER-TS-067,Probe worn / pin contact degraded,TEST_SYSTEM,PROBE_WORN,ICT;BST,"probe worn, 探针磨损, pin"
P1_POWER,P1_POWER-TS-068,Probe worn / pin contact degraded,TEST_SYSTEM,PROBE_WORN,ICT;BST,"probe worn, 探针磨损, pin"
P1_POWER,P1_POWER-TS-069,Probe worn / pin contact degraded,TEST_SYSTEM,PROBE_WORN,ICT;BST,"probe worn, 探针磨损, pin"
P1_POWER,P1_POWER-TS-070,Probe worn / pin contact degraded,TEST_SYSTEM,PROBE_WORN,ICT;BST,"probe worn, 探针磨损, pin"
P1_POWER,P1_POWER-TS-071,Probe worn / pin contact degraded,TEST_SYSTEM,PROBE_WORN,ICT;BST,"probe worn, 探针磨损, pin"
P1_POWER,P1_POWER-TS-072,Probe worn / pin contact degraded,TEST_SYSTEM,PROBE_WORN,ICT;BST,"probe worn, 探针磨损, pin"
