product_id,code,standard_label,category_lv1,category_lv2,station_scope,keywords_examples
P2_CTRL,P2_CTRL-SW-026,Programming failed (flash write),FW_SW,FLASH_FAIL,FLASH;FCT,"flash fail, 烧录失败, write fail, program fail"
P2_CTRL,P2_CTRL-SW-027,Programming failed (flash write),FW_SW,FLASH_FAIL,FLASH;FCT,"flash fail, 烧录失败, write fail, program fail"
P2_CTRL,P2_CTRL-SW-028,Programming failed (flash write),FW_SW,FLASH_FAIL,FLASH;FCT,"flash fail, 烧录失败, write fail, program fail"
P2_CTRL,P2_CTRL-SW-029,Programming failed (flash write),FW_SW,FLASH_FAIL,FLASH;FCT,"flash fail, 烧录失败, write fail, program fail"
P2_CTRL,P2_CTRL-SW-030,Programming failed (flash write),FW_SW,FLASH_FAIL,FLASH;FCT,"flash fail, 烧录失败, write fail, program fail"
P2_CTRL,P2_CTRL-SW-031,Firmware verify failed (CRC/Checksum),FW_SW,CHECKSUM_FAIL,FLASH;FCT,"checksum, CRC, verify fail, 校验失败"
P2_CTRL,P2_CTRL-SW-032,Firmware verify failed (CRC/Checksum),FW_SW,CHECKSUM_FAIL,FLASH;FCT,"checksum, CRC, verify fail, 校验失败"
P2_CTRL,P2_CTRL-SW-033,Firmware verify failed (CRC/Checksum),FW_SW,CHECKSUM_FAIL,FLASH;FCT,"checksum, CRC, verify fail, 校验失败"
P2_CTRL,P2_CTRL-SW-034,Firmware verify failed (CRC/Checksum),FW_SW,CHECKSUM_FAIL,FLASH;FCT,"checksum, CRC, verify fail, 校验失败"
P2_CTRL,P2_CTRL-SW-035,Firmware verify failed (CRC/Checksum),FW_SW,CHECKSUM_FAIL,FLASH;FCT,"checksum, CRC, verify fail, 校验失败"
P2_CTRL,P2_CTRL-SW-036,Firmware verify failed (CRC/Checksum),FW_SW,CHECKSUM_FAIL,FLASH;FCT,"checksum, CRC, verify fail, 校验失败"
P2_CTRL,P2_CTRL-SW-037,Boot failed at power-on (FW/OS),FW_SW,BOOT_FAIL,FCT;FUNC,"boot fail, OS fail, 启动失败, stuck"
P2_CTRL,P2_CTRL-SW-038,Boot failed at power-on (FW/OS),FW_SW,BOOT_FAIL,FCT;FUNC,"boot fail, OS fail, 启动失败, stuck"
P2_CTRL,P2_CTRL-SW-039,Boot failed at power-on (FW/OS),FW_SW,BOOT_FAIL,FCT;FUNC,"boot fail, OS fail, 启动失败, stuck"
P2_CTRL,P2_CTRL-SW-040,Boot failed at power-on (FW/OS),FW_SW,BOOT_FAIL,FCT;FUNC,"boot fail, OS fail, 启动失败, stuck"
P2_CTRL,P2_CTRL-SW-041,Boot failed at power-on (FW/OS),FW_SW,BOOT_FAIL,FCT;FUNC,"boot fail, OS fail, 启动失败, stuck"
P2_CTRL,P2_CTRL-SW-042,Boot failed at power-on (FW/OS),FW_SW,BOOT_FAIL,FCT;FUNC,"boot fail, OS fail, 启动失败, stuck"
P2_CTRL,P2_CTRL-SW-043,Firmware version mismatch,FW_SW,VERSION_MISMATCH,FLASH;FCT,"version mismatch, 版本不符, wrong FW"
P2_CTRL,P2_CTRL-SW-044,Firmware version mismatch,FW_SW,VERSION_MISMATCH,FLASH;FCT,"version mismatch, 版本不符, wrong FW"
P2_CTRL,P2_CTRL-SW-045,Firmware version mismatch,FW_SW,VERSION_MISMATCH,FLASH;FCT,"version mismatch, 版本不符, wrong FW"
P2_CTRL,P2_CTRL-SW-046,Firmware version mismatch,FW_SW,VERSION_MISMATCH,FLASH;FCT,"version mismatch, 版本不符, wrong FW"
P2_CTRL,P2_CTRL-SW-047,Firmware version mismatch,FW_SW,VERSION_MISMATCH,FLASH;FCT,"version mismatch, 版本不符, wrong FW"
P2_CTRL,P2_CTRL-SW-048,Firmware version mismatch,FW_SW,VERSION_MISMATCH,FLASH;FCT,"version mismatch, 版本不符, wrong FW"
P2_CTRL,P2_CTRL-EL-049,HIGH_RES issue,ELECTRICAL,HIGH_RES,ICT;BST,high_res
P2_CTRL,P2_CTRL-EL-050,HIGH_RES issue,ELECTRICAL,HIGH_RES,ICT;BST,high_res
P2_CTRL,P2_CTRL-EL-051,HIGH_RES issue,ELECTRICAL,HIGH_RES,ICT;BST,high_res
P2_CTRL,P2_CTRL-EL-052,HIGH_RES issue,ELECTRICAL,HIGH_RES,ICT;BST,high_res
P2_CTRL,P2_CTRL-EL-053,HIGH_RES issue,ELECTRICAL,HIGH_RES,ICT;BST,high_res
P2_CTRL,P2_CTRL-EL-054,HIGH_RES issue,ELECTRICAL,HIGH_RES,ICT;BST,high_res
P2_CTRL,P2_CTRL-CP-055,Missing component: U3,COMPONENT,MISSING,FCT;FLASH;RF_CAL,"missing, 少件, U3"
P2_CTRL,P2_CTRL-CP-056,Missing component: J3,COMPONENT,MISSING,FCT;RF_CAL;FUNC,"missing, 少件, J3"
P2_CTRL,P2_CTRL-CP-057,Missing component: R152,COMPONENT,MISSING,BURNIN;FLASH;RF_CAL,"missing, 少件, R152"
P2_CTRL,P2_CTRL-CP-058,Missing component: J3,COMPONENT,MISSING,RF_CAL;ICT;BURNIN,"missing, 少件, J3"
P2_CTRL,P2_CTRL-CP-059,Missing component: C110,COMPONENT,MISSING,BURNIN;ICT;HIPOT,"missing, 少件, C110"
P2_CTRL,P2_CTRL-CP-060,Missing component: U5,COMPONENT,MISSING,HIPOT;FLASH;RF_CAL,"missing, 少件, U5"
P2_CTRL,P2_CTRL-CP-061,Component reversed/polarity wrong: C110,COMPONENT,REVERSED,ICT;BURNIN;BST,"reversed, polarity, 反向, C110"
P2_CTRL,P2_CTRL-CP-062,Component reversed/polarity wrong: J3,COMPONENT,REVERSED,FCT;FLASH;BST,"reversed, polarity, 反向, J3"
P2_CTRL,P2_CTRL-CP-063,Component reversed/polarity wrong: J3,COMPONENT,REVERSED,HIPOT;BURNIN;RF_CAL,"reversed, polarity, 反向, J3"
P2_CTRL,P2_CTRL-CP-064,Component reversed/polarity wrong: J3,COMPONENT,REVERSED,BURNIN;FUNC;ICT,"reversed, polarity, 反向, J3"
P2_CTRL,P2_CTRL-CP-065,Component reversed/polarity wrong: J3,COMPONENT,REVERSED,HIPOT;BURNIN;ICT,"reversed, polarity, 反向, J3"
P2_CTRL,P2_CTRL-CP-066,Component reversed/polarity wrong: TP5,COMPONENT,REVERSED,HIPOT;BURNIN;FCT,"reversed, polarity, 反向, TP5"
P2_CTRL,P2_CTRL-PR-067,Fixture pressure mark / pad damage,PROCESS,PRESSURE_MARK,FCT;BST;FLASH,"pressure mark, 压伤, pad damage, fixture"
P2_CTRL,P2_CTRL-PR-068,Fixture pressure mark / pad damage,PROCESS,PRESSURE_MARK,FLASH;FCT;HIPOT,"pressure mark, 压伤, pad damage, fixture"
P2_CTRL,P2_CTRL-PR-069,Fixture pressure mark / pad damage,PROCESS,PRESSURE_MARK,FCT;FLASH;FUNC,"pressure mark, 压伤, pad damage, fixture"
P2_CTRL,P2_CTRL-PR-070,Fixture pressure mark / pad damage,PROCESS,PRESSURE_MARK,BST;BURNIN;ICT,"pressure mark, 压伤, pad damage, fixture"
P2_CTRL,P2_CTRL-PR-071,Fixture pressure mark / pad damage,PROCESS,PRESSURE_MARK,BST;FLASH;BURNIN,"pressure mark, 压伤, pad damage, fixture"
P2_CTRL,P2_CTRL-PR-072,Fixture pressure mark / pad damage,PROCESS,PRESSURE_MARK,FUNC;BURNIN;BST,"pressure mark, 压伤, pad damage, fixture"
P2_CTRL,P2_CTRL-HD-073,ESD suspected damage,HANDLING,ESD,FCT;RF_CAL;FUNC,"ESD, 静电, handling"
P2_CTRL,P2_CTRL-HD-074,ESD suspected damage,HANDLING,ESD,FLASH;RF_CAL;BURNIN,"ESD, 静电, handling"
P2_CTRL,P2_CTRL-HD-075,ESD suspected damage,HANDLING,ESD,ICT;FLASH;FUNC,"ESD, 静电, handling"
P2_CTRL,P2_CTRL-HD-076,ESD suspected damage,HANDLING,ESD,FCT;BURNIN;RF_CAL,"ESD, 静电, handling"
P2_CTRL,P2_CTRL-HD-077,ESD suspected damage,HANDLING,ESD,FLASH;BURNIN;FUNC,"ESD, 静电, handling"
P2_CTRL,P2_CTRL-HD-078,ESD suspected damage,HANDLING,ESD,FCT;ICT;FLASH,"ESD, 静电, handling"
P2_CTRL,P2_CTRL-TS-079,Probe worn / pin contact degraded,TEST_SYSTEM,PROBE_WORN,ICT;BST,"probe worn, 探针磨损, pin"
P2_CTRL,P2_CTRL-TS-080,Probe worn / pin contact degraded,TEST_SYSTEM,PROBE_WORN,ICT;BST,"probe worn, 探针磨损, pin"
